,date,t_mean,t_max,t_min,station,year
730,2012-01-01,11.6,13.3,10.1,aghiosnikolaos,2012
731,2012-01-02,11.3,12.8,8.7,aghiosnikolaos,2012
732,2012-01-03,10.8,13.9,8.3,aghiosnikolaos,2012
733,2012-01-04,10.8,13.8,7.4,aghiosnikolaos,2012
734,2012-01-05,11.7,14.7,9.2,aghiosnikolaos,2012
735,2012-01-06,14.4,16.9,10.2,aghiosnikolaos,2012
736,2012-01-07,11.8,13.6,10.3,aghiosnikolaos,2012
737,2012-01-08,12.0,14.3,9.8,aghiosnikolaos,2012
738,2012-01-09,12.3,15.6,9.1,aghiosnikolaos,2012
739,2012-01-10,9.6,11.8,6.6,aghiosnikolaos,2012
740,2012-01-11,8.3,10.3,6.2,aghiosnikolaos,2012
741,2012-01-12,9.7,11.8,7.7,aghiosnikolaos,2012
742,2012-01-13,11.1,14.3,8.1,aghiosnikolaos,2012
743,2012-01-14,15.4,18.4,12.3,aghiosnikolaos,2012
744,2012-01-15,13.1,15.8,9.1,aghiosnikolaos,2012
745,2012-01-16,8.1,9.8,6.2,aghiosnikolaos,2012
746,2012-01-17,8.1,9.8,6.3,aghiosnikolaos,2012
747,2012-01-18,8.6,10.2,6.2,aghiosnikolaos,2012
748,2012-01-19,9.3,10.6,6.5,aghiosnikolaos,2012
749,2012-01-20,11.4,15.0,6.1,aghiosnikolaos,2012
750,2012-01-21,14.0,17.4,9.6,aghiosnikolaos,2012
751,2012-01-22,11.4,13.5,7.6,aghiosnikolaos,2012
752,2012-01-23,13.5,17.4,9.5,aghiosnikolaos,2012
753,2012-01-24,14.6,16.6,12.0,aghiosnikolaos,2012
754,2012-01-25,14.4,17.9,11.8,aghiosnikolaos,2012
755,2012-01-26,11.4,13.1,8.4,aghiosnikolaos,2012
756,2012-01-27,10.0,11.8,8.2,aghiosnikolaos,2012
757,2012-01-28,10.0,11.2,9.2,aghiosnikolaos,2012
758,2012-01-29,10.0,11.6,8.6,aghiosnikolaos,2012
759,2012-01-30,9.3,10.1,8.2,aghiosnikolaos,2012
760,2012-01-31,6.9,8.2,5.5,aghiosnikolaos,2012
761,2012-02-01,7.0,8.3,4.9,aghiosnikolaos,2012
762,2012-02-02,11.0,14.1,4.8,aghiosnikolaos,2012
763,2012-02-03,14.5,16.3,12.3,aghiosnikolaos,2012
764,2012-02-04,15.0,16.1,13.3,aghiosnikolaos,2012
765,2012-02-05,15.2,16.3,14.4,aghiosnikolaos,2012
766,2012-02-06,14.9,17.8,11.1,aghiosnikolaos,2012
767,2012-02-07,11.7,14.8,9.9,aghiosnikolaos,2012
768,2012-02-08,11.4,14.7,9.4,aghiosnikolaos,2012
769,2012-02-09,9.3,11.2,7.9,aghiosnikolaos,2012
770,2012-02-10,9.9,12.3,7.9,aghiosnikolaos,2012
771,2012-02-11,11.7,14.6,7.0,aghiosnikolaos,2012
772,2012-02-12,12.9,15.5,11.1,aghiosnikolaos,2012
773,2012-02-13,13.6,18.5,9.4,aghiosnikolaos,2012
774,2012-02-14,12.4,15.7,8.9,aghiosnikolaos,2012
775,2012-02-15,12.3,15.4,10.3,aghiosnikolaos,2012
776,2012-02-16,11.7,14.6,8.4,aghiosnikolaos,2012
777,2012-02-17,8.3,10.2,4.8,aghiosnikolaos,2012
778,2012-02-18,9.2,10.9,7.2,aghiosnikolaos,2012
779,2012-02-19,9.9,12.8,7.1,aghiosnikolaos,2012
780,2012-02-20,10.5,13.8,7.5,aghiosnikolaos,2012
781,2012-02-21,12.0,14.6,7.2,aghiosnikolaos,2012
782,2012-02-22,12.3,13.4,10.7,aghiosnikolaos,2012
783,2012-02-23,12.5,14.8,10.6,aghiosnikolaos,2012
784,2012-02-24,12.4,14.2,10.3,aghiosnikolaos,2012
785,2012-02-25,14.0,17.8,11.1,aghiosnikolaos,2012
786,2012-02-26,13.5,17.3,9.3,aghiosnikolaos,2012
787,2012-02-27,14.3,17.6,10.8,aghiosnikolaos,2012
788,2012-02-28,8.1,12.1,3.2,aghiosnikolaos,2012
789,2012-02-29,7.8,11.9,2.6,aghiosnikolaos,2012
790,2012-03-01,7.8,9.1,4.5,aghiosnikolaos,2012
791,2012-03-02,9.6,11.8,6.9,aghiosnikolaos,2012
792,2012-03-03,14.0,18.0,10.3,aghiosnikolaos,2012
793,2012-03-04,13.0,14.7,9.3,aghiosnikolaos,2012
794,2012-03-05,13.9,18.0,8.3,aghiosnikolaos,2012
795,2012-03-06,14.6,17.5,10.5,aghiosnikolaos,2012
796,2012-03-07,13.1,15.9,9.8,aghiosnikolaos,2012
797,2012-03-08,13.7,17.4,9.7,aghiosnikolaos,2012
798,2012-03-09,16.1,20.8,11.2,aghiosnikolaos,2012
799,2012-03-10,15.3,17.7,12.9,aghiosnikolaos,2012
800,2012-03-11,16.4,18.8,13.6,aghiosnikolaos,2012
801,2012-03-12,12.1,14.3,10.6,aghiosnikolaos,2012
802,2012-03-13,10.3,13.3,8.8,aghiosnikolaos,2012
803,2012-03-14,10.4,11.9,8.3,aghiosnikolaos,2012
804,2012-03-15,12.9,15.3,10.7,aghiosnikolaos,2012
805,2012-03-16,12.0,13.4,10.3,aghiosnikolaos,2012
806,2012-03-17,12.8,16.3,10.1,aghiosnikolaos,2012
807,2012-03-18,12.9,16.2,7.9,aghiosnikolaos,2012
808,2012-03-19,13.6,16.1,9.8,aghiosnikolaos,2012
809,2012-03-20,14.4,17.2,11.3,aghiosnikolaos,2012
810,2012-03-21,17.1,20.8,13.8,aghiosnikolaos,2012
811,2012-03-22,17.3,20.3,15.2,aghiosnikolaos,2012
812,2012-03-23,16.1,19.2,12.7,aghiosnikolaos,2012
813,2012-03-24,15.2,18.2,12.3,aghiosnikolaos,2012
814,2012-03-25,14.7,17.8,12.2,aghiosnikolaos,2012
815,2012-03-26,16.6,20.1,12.9,aghiosnikolaos,2012
816,2012-03-27,16.3,19.6,13.6,aghiosnikolaos,2012
817,2012-03-28,15.0,19.4,11.5,aghiosnikolaos,2012
818,2012-03-29,14.8,17.8,12.3,aghiosnikolaos,2012
819,2012-03-30,15.6,20.2,10.8,aghiosnikolaos,2012
820,2012-03-31,14.6,17.8,10.7,aghiosnikolaos,2012
821,2012-04-01,14.8,17.5,11.4,aghiosnikolaos,2012
822,2012-04-02,15.5,18.3,11.6,aghiosnikolaos,2012
823,2012-04-03,16.6,20.8,12.4,aghiosnikolaos,2012
824,2012-04-04,18.7,20.7,15.7,aghiosnikolaos,2012
825,2012-04-05,19.9,22.0,17.8,aghiosnikolaos,2012
826,2012-04-06,19.7,23.2,17.0,aghiosnikolaos,2012
827,2012-04-07,20.3,23.1,16.7,aghiosnikolaos,2012
828,2012-04-08,20.0,23.2,15.4,aghiosnikolaos,2012
829,2012-04-09,15.9,19.3,12.4,aghiosnikolaos,2012
830,2012-04-10,13.3,16.2,11.1,aghiosnikolaos,2012
831,2012-04-11,13.6,16.9,11.5,aghiosnikolaos,2012
832,2012-04-12,16.3,19.6,11.8,aghiosnikolaos,2012
833,2012-04-13,19.1,22.5,15.9,aghiosnikolaos,2012
834,2012-04-14,19.6,24.8,15.9,aghiosnikolaos,2012
835,2012-04-15,17.0,20.3,14.2,aghiosnikolaos,2012
836,2012-04-16,17.6,21.0,13.8,aghiosnikolaos,2012
837,2012-04-17,18.4,19.6,17.3,aghiosnikolaos,2012
838,2012-04-18,18.3,20.9,16.4,aghiosnikolaos,2012
839,2012-04-19,17.0,19.9,14.1,aghiosnikolaos,2012
840,2012-04-20,17.8,23.3,12.6,aghiosnikolaos,2012
841,2012-04-21,18.9,22.9,16.1,aghiosnikolaos,2012
842,2012-04-22,17.0,20.1,13.7,aghiosnikolaos,2012
843,2012-04-23,16.2,19.7,12.3,aghiosnikolaos,2012
844,2012-04-24,18.3,23.4,13.9,aghiosnikolaos,2012
845,2012-04-25,21.1,27.4,16.7,aghiosnikolaos,2012
846,2012-04-26,18.3,22.0,15.4,aghiosnikolaos,2012
847,2012-04-27,19.5,25.9,15.8,aghiosnikolaos,2012
848,2012-04-28,18.7,21.6,15.9,aghiosnikolaos,2012
849,2012-04-29,19.0,23.6,15.3,aghiosnikolaos,2012
850,2012-04-30,19.2,22.9,16.4,aghiosnikolaos,2012
851,2012-05-01,21.4,28.1,17.6,aghiosnikolaos,2012
852,2012-05-02,23.0,26.7,18.4,aghiosnikolaos,2012
853,2012-05-03,23.7,28.3,19.3,aghiosnikolaos,2012
854,2012-05-04,21.1,24.7,17.6,aghiosnikolaos,2012
855,2012-05-05,20.4,23.9,17.2,aghiosnikolaos,2012
856,2012-05-06,19.7,23.2,16.2,aghiosnikolaos,2012
857,2012-05-07,20.6,23.2,16.7,aghiosnikolaos,2012
858,2012-05-08,21.6,24.3,17.9,aghiosnikolaos,2012
859,2012-05-09,21.8,24.4,19.4,aghiosnikolaos,2012
860,2012-05-10,21.1,24.4,17.9,aghiosnikolaos,2012
861,2012-05-11,21.2,25.6,18.8,aghiosnikolaos,2012
862,2012-05-12,21.6,24.0,18.6,aghiosnikolaos,2012
863,2012-05-13,23.1,25.5,20.2,aghiosnikolaos,2012
864,2012-05-14,21.6,23.9,19.4,aghiosnikolaos,2012
865,2012-05-15,21.8,28.1,19.3,aghiosnikolaos,2012
866,2012-05-16,20.3,22.9,18.3,aghiosnikolaos,2012
867,2012-05-17,19.6,23.5,16.1,aghiosnikolaos,2012
868,2012-05-18,16.9,21.1,14.4,aghiosnikolaos,2012
869,2012-05-19,17.9,21.3,15.2,aghiosnikolaos,2012
870,2012-05-20,19.7,23.4,14.8,aghiosnikolaos,2012
871,2012-05-21,21.7,25.5,16.7,aghiosnikolaos,2012
872,2012-05-22,23.5,26.6,19.0,aghiosnikolaos,2012
873,2012-05-23,21.1,24.7,17.8,aghiosnikolaos,2012
874,2012-05-24,20.9,25.4,17.8,aghiosnikolaos,2012
875,2012-05-25,19.8,23.3,17.2,aghiosnikolaos,2012
876,2012-05-26,19.9,22.5,16.2,aghiosnikolaos,2012
877,2012-05-27,20.9,23.3,17.6,aghiosnikolaos,2012
878,2012-05-28,20.5,23.8,17.8,aghiosnikolaos,2012
879,2012-05-29,20.5,23.7,16.3,aghiosnikolaos,2012
880,2012-05-30,20.3,22.4,16.9,aghiosnikolaos,2012
881,2012-05-31,20.7,24.2,17.3,aghiosnikolaos,2012
882,2012-06-01,20.4,22.6,16.9,aghiosnikolaos,2012
883,2012-06-02,21.5,24.8,17.4,aghiosnikolaos,2012
884,2012-06-03,21.0,23.4,18.1,aghiosnikolaos,2012
885,2012-06-04,22.6,25.8,19.0,aghiosnikolaos,2012
886,2012-06-05,23.8,27.4,20.7,aghiosnikolaos,2012
887,2012-06-06,23.2,28.2,19.9,aghiosnikolaos,2012
888,2012-06-07,24.1,28.7,19.1,aghiosnikolaos,2012
889,2012-06-08,25.2,28.2,22.6,aghiosnikolaos,2012
890,2012-06-09,24.6,27.2,22.2,aghiosnikolaos,2012
891,2012-06-10,23.6,26.4,21.3,aghiosnikolaos,2012
892,2012-06-11,24.0,26.7,21.3,aghiosnikolaos,2012
893,2012-06-12,24.4,26.9,21.5,aghiosnikolaos,2012
894,2012-06-13,24.9,27.9,20.8,aghiosnikolaos,2012
895,2012-06-14,27.0,29.9,24.0,aghiosnikolaos,2012
896,2012-06-15,28.8,33.1,25.4,aghiosnikolaos,2012
897,2012-06-16,26.5,29.1,24.6,aghiosnikolaos,2012
898,2012-06-17,26.8,30.2,24.8,aghiosnikolaos,2012
899,2012-06-18,26.5,29.4,24.2,aghiosnikolaos,2012
900,2012-06-19,26.3,29.3,24.4,aghiosnikolaos,2012
901,2012-06-20,26.8,29.7,24.9,aghiosnikolaos,2012
902,2012-06-21,27.1,29.4,25.2,aghiosnikolaos,2012
903,2012-06-22,27.7,31.2,24.6,aghiosnikolaos,2012
904,2012-06-23,26.8,29.9,24.3,aghiosnikolaos,2012
905,2012-06-24,28.3,32.8,23.1,aghiosnikolaos,2012
906,2012-06-25,28.1,31.3,24.7,aghiosnikolaos,2012
907,2012-06-26,27.5,30.4,24.4,aghiosnikolaos,2012
908,2012-06-27,28.1,33.5,24.1,aghiosnikolaos,2012
909,2012-06-28,25.8,28.7,23.9,aghiosnikolaos,2012
910,2012-06-29,25.9,29.1,23.7,aghiosnikolaos,2012
911,2012-06-30,26.2,29.8,23.8,aghiosnikolaos,2012
912,2012-07-01,26.3,30.8,24.2,aghiosnikolaos,2012
913,2012-07-02,25.5,28.4,23.6,aghiosnikolaos,2012
914,2012-07-03,25.8,29.8,23.5,aghiosnikolaos,2012
915,2012-07-04,26.3,30.7,23.5,aghiosnikolaos,2012
916,2012-07-05,25.4,29.6,21.4,aghiosnikolaos,2012
917,2012-07-06,29.8,34.1,23.6,aghiosnikolaos,2012
918,2012-07-07,29.7,32.8,27.6,aghiosnikolaos,2012
919,2012-07-08,29.5,32.3,27.6,aghiosnikolaos,2012
920,2012-07-09,28.8,31.3,26.7,aghiosnikolaos,2012
921,2012-07-10,29.3,32.7,26.3,aghiosnikolaos,2012
922,2012-07-11,31.5,35.6,28.1,aghiosnikolaos,2012
923,2012-07-12,32.2,35.8,28.8,aghiosnikolaos,2012
924,2012-07-13,30.5,37.1,26.8,aghiosnikolaos,2012
925,2012-07-14,30.1,35.7,26.4,aghiosnikolaos,2012
926,2012-07-15,30.8,35.6,27.6,aghiosnikolaos,2012
927,2012-07-16,30.6,34.9,26.8,aghiosnikolaos,2012
928,2012-07-17,30.9,36.0,26.8,aghiosnikolaos,2012
929,2012-07-18,27.6,29.8,25.9,aghiosnikolaos,2012
930,2012-07-19,27.3,29.7,25.6,aghiosnikolaos,2012
931,2012-07-20,27.8,30.1,25.7,aghiosnikolaos,2012
932,2012-07-21,29.4,32.2,26.8,aghiosnikolaos,2012
933,2012-07-22,30.5,33.6,26.8,aghiosnikolaos,2012
934,2012-07-23,28.9,33.7,24.9,aghiosnikolaos,2012
935,2012-07-24,26.9,31.4,23.6,aghiosnikolaos,2012
936,2012-07-25,28.7,33.1,24.2,aghiosnikolaos,2012
937,2012-07-26,27.7,32.2,23.7,aghiosnikolaos,2012
938,2012-07-27,28.8,34.1,24.1,aghiosnikolaos,2012
939,2012-07-28,29.7,32.5,27.6,aghiosnikolaos,2012
940,2012-07-29,30.2,32.6,28.6,aghiosnikolaos,2012
941,2012-07-30,31.7,34.9,29.4,aghiosnikolaos,2012
942,2012-07-31,29.5,32.0,27.5,aghiosnikolaos,2012
943,2012-08-01,27.9,30.4,26.2,aghiosnikolaos,2012
944,2012-08-02,28.0,30.7,25.9,aghiosnikolaos,2012
945,2012-08-03,29.1,32.6,26.1,aghiosnikolaos,2012
946,2012-08-04,30.2,33.9,27.2,aghiosnikolaos,2012
947,2012-08-05,30.2,33.8,27.7,aghiosnikolaos,2012
948,2012-08-06,30.6,34.0,27.7,aghiosnikolaos,2012
949,2012-08-07,31.2,34.0,28.5,aghiosnikolaos,2012
950,2012-08-08,32.3,35.4,28.7,aghiosnikolaos,2012
951,2012-08-09,31.0,34.9,28.2,aghiosnikolaos,2012
952,2012-08-10,29.9,32.8,27.8,aghiosnikolaos,2012
953,2012-08-11,27.9,31.1,24.7,aghiosnikolaos,2012
954,2012-08-12,27.0,31.5,24.3,aghiosnikolaos,2012
955,2012-08-13,27.3,31.4,24.6,aghiosnikolaos,2012
956,2012-08-14,29.2,33.1,24.9,aghiosnikolaos,2012
957,2012-08-15,30.0,34.1,26.9,aghiosnikolaos,2012
958,2012-08-16,29.7,33.6,26.8,aghiosnikolaos,2012
959,2012-08-17,29.5,33.0,26.4,aghiosnikolaos,2012
960,2012-08-18,27.7,30.9,25.7,aghiosnikolaos,2012
961,2012-08-19,26.7,29.4,25.2,aghiosnikolaos,2012
962,2012-08-20,26.3,29.1,24.9,aghiosnikolaos,2012
963,2012-08-21,27.1,31.0,24.8,aghiosnikolaos,2012
964,2012-08-22,27.6,31.9,23.8,aghiosnikolaos,2012
965,2012-08-23,29.1,31.2,26.6,aghiosnikolaos,2012
966,2012-08-24,29.7,33.1,27.9,aghiosnikolaos,2012
967,2012-08-25,29.6,34.1,25.2,aghiosnikolaos,2012
968,2012-08-26,27.8,31.4,24.8,aghiosnikolaos,2012
969,2012-08-27,28.3,31.7,24.6,aghiosnikolaos,2012
970,2012-08-28,27.0,29.1,24.7,aghiosnikolaos,2012
971,2012-08-29,25.3,27.8,23.7,aghiosnikolaos,2012
972,2012-08-30,26.0,28.8,23.9,aghiosnikolaos,2012
973,2012-08-31,25.9,28.8,24.1,aghiosnikolaos,2012
974,2012-09-01,26.2,29.6,24.1,aghiosnikolaos,2012
975,2012-09-02,25.9,30.2,23.8,aghiosnikolaos,2012
976,2012-09-03,26.1,30.0,23.5,aghiosnikolaos,2012
977,2012-09-04,26.0,29.2,23.9,aghiosnikolaos,2012
978,2012-09-05,27.2,31.9,24.0,aghiosnikolaos,2012
979,2012-09-06,26.8,30.7,23.9,aghiosnikolaos,2012
980,2012-09-07,26.5,29.2,24.6,aghiosnikolaos,2012
981,2012-09-08,25.0,27.2,23.7,aghiosnikolaos,2012
982,2012-09-09,25.2,27.8,23.6,aghiosnikolaos,2012
983,2012-09-10,25.3,28.5,23.4,aghiosnikolaos,2012
984,2012-09-11,24.4,27.2,22.7,aghiosnikolaos,2012
985,2012-09-12,24.1,27.0,21.1,aghiosnikolaos,2012
986,2012-09-13,24.2,27.8,20.9,aghiosnikolaos,2012
987,2012-09-14,25.8,30.4,21.3,aghiosnikolaos,2012
988,2012-09-15,26.8,30.6,23.5,aghiosnikolaos,2012
989,2012-09-16,25.0,27.5,21.8,aghiosnikolaos,2012
990,2012-09-17,24.0,26.6,21.2,aghiosnikolaos,2012
991,2012-09-18,23.6,27.7,20.3,aghiosnikolaos,2012
992,2012-09-19,24.0,27.1,20.8,aghiosnikolaos,2012
993,2012-09-20,24.5,28.1,20.4,aghiosnikolaos,2012
994,2012-09-21,24.1,28.1,21.6,aghiosnikolaos,2012
995,2012-09-22,22.9,25.6,21.1,aghiosnikolaos,2012
996,2012-09-23,23.4,26.3,21.3,aghiosnikolaos,2012
997,2012-09-24,23.5,27.7,20.3,aghiosnikolaos,2012
998,2012-09-25,23.4,27.2,19.4,aghiosnikolaos,2012
999,2012-09-26,24.2,27.0,21.1,aghiosnikolaos,2012
1000,2012-09-27,26.6,31.8,22.2,aghiosnikolaos,2012
1001,2012-09-28,27.0,30.0,24.0,aghiosnikolaos,2012
1002,2012-09-29,27.2,30.4,24.2,aghiosnikolaos,2012
1003,2012-09-30,26.3,30.3,22.3,aghiosnikolaos,2012
1004,2012-10-01,23.9,26.9,21.1,aghiosnikolaos,2012
1005,2012-10-02,24.0,27.2,21.1,aghiosnikolaos,2012
1006,2012-10-03,25.1,29.2,20.9,aghiosnikolaos,2012
1007,2012-10-04,24.9,28.8,22.4,aghiosnikolaos,2012
1008,2012-10-05,24.5,27.2,22.8,aghiosnikolaos,2012
1009,2012-10-06,24.3,27.4,22.7,aghiosnikolaos,2012
1010,2012-10-07,23.7,27.1,20.5,aghiosnikolaos,2012
1011,2012-10-08,23.6,26.6,20.5,aghiosnikolaos,2012
1012,2012-10-09,23.2,27.3,20.6,aghiosnikolaos,2012
1013,2012-10-10,22.4,25.8,19.6,aghiosnikolaos,2012
1014,2012-10-11,21.8,25.4,18.3,aghiosnikolaos,2012
1015,2012-10-12,22.0,24.4,18.4,aghiosnikolaos,2012
1016,2012-10-13,22.6,25.2,20.0,aghiosnikolaos,2012
1017,2012-10-14,23.1,26.8,19.3,aghiosnikolaos,2012
1018,2012-10-15,24.6,29.3,20.3,aghiosnikolaos,2012
1019,2012-10-16,24.5,29.7,21.3,aghiosnikolaos,2012
1020,2012-10-17,25.2,28.1,22.4,aghiosnikolaos,2012
1021,2012-10-18,25.5,28.9,23.4,aghiosnikolaos,2012
1022,2012-10-19,24.0,26.8,22.4,aghiosnikolaos,2012
1023,2012-10-20,22.9,25.7,21.2,aghiosnikolaos,2012
1024,2012-10-21,20.9,23.3,18.2,aghiosnikolaos,2012
1025,2012-10-22,19.1,21.8,17.1,aghiosnikolaos,2012
1026,2012-10-23,19.4,23.1,16.7,aghiosnikolaos,2012
1027,2012-10-24,19.2,22.6,17.0,aghiosnikolaos,2012
1028,2012-10-25,19.2,22.9,17.6,aghiosnikolaos,2012
1029,2012-10-26,19.5,22.4,16.1,aghiosnikolaos,2012
1030,2012-10-27,21.3,24.5,16.9,aghiosnikolaos,2012
1031,2012-10-28,24.3,26.4,20.6,aghiosnikolaos,2012
1032,2012-10-29,24.9,28.4,21.4,aghiosnikolaos,2012
1033,2012-10-30,22.0,24.9,20.3,aghiosnikolaos,2012
1034,2012-10-31,20.6,22.6,18.7,aghiosnikolaos,2012
1035,2012-11-01,22.8,27.7,18.0,aghiosnikolaos,2012
1036,2012-11-02,25.0,29.9,21.8,aghiosnikolaos,2012
1037,2012-11-03,22.1,24.2,19.6,aghiosnikolaos,2012
1038,2012-11-04,21.0,23.2,19.0,aghiosnikolaos,2012
1039,2012-11-05,20.8,23.2,17.8,aghiosnikolaos,2012
1040,2012-11-06,21.5,24.3,17.6,aghiosnikolaos,2012
1041,2012-11-07,23.3,27.6,20.3,aghiosnikolaos,2012
1042,2012-11-08,18.1,22.6,15.9,aghiosnikolaos,2012
1043,2012-11-09,17.4,18.9,16.6,aghiosnikolaos,2012
1044,2012-11-10,17.7,19.4,16.6,aghiosnikolaos,2012
1045,2012-11-11,17.8,19.5,16.6,aghiosnikolaos,2012
1046,2012-11-12,18.2,19.6,17.1,aghiosnikolaos,2012
1047,2012-11-13,18.4,21.0,15.6,aghiosnikolaos,2012
1048,2012-11-14,18.2,21.0,14.7,aghiosnikolaos,2012
1049,2012-11-15,18.0,19.9,16.1,aghiosnikolaos,2012
1050,2012-11-16,18.5,19.9,16.8,aghiosnikolaos,2012
1051,2012-11-17,18.3,20.7,16.3,aghiosnikolaos,2012
1052,2012-11-18,18.4,21.1,16.1,aghiosnikolaos,2012
1053,2012-11-19,18.4,21.2,14.8,aghiosnikolaos,2012
1054,2012-11-20,18.6,21.7,15.7,aghiosnikolaos,2012
1055,2012-11-21,17.4,21.9,14.9,aghiosnikolaos,2012
1056,2012-11-22,17.0,19.1,15.1,aghiosnikolaos,2012
1057,2012-11-23,17.3,19.2,16.1,aghiosnikolaos,2012
1058,2012-11-24,16.6,18.3,15.3,aghiosnikolaos,2012
1059,2012-11-25,16.4,17.9,15.3,aghiosnikolaos,2012
1060,2012-11-26,16.1,18.0,15.1,aghiosnikolaos,2012
1061,2012-11-27,15.8,18.4,13.2,aghiosnikolaos,2012
1062,2012-11-28,17.2,19.9,12.2,aghiosnikolaos,2012
1063,2012-11-29,20.2,21.7,19.3,aghiosnikolaos,2012
1064,2012-11-30,20.7,21.3,20.1,aghiosnikolaos,2012
1065,2012-12-01,21.2,22.7,18.9,aghiosnikolaos,2012
1066,2012-12-02,21.3,23.1,17.6,aghiosnikolaos,2012
1067,2012-12-03,19.2,23.3,16.1,aghiosnikolaos,2012
1068,2012-12-04,14.2,16.9,10.6,aghiosnikolaos,2012
1069,2012-12-05,15.2,19.3,10.6,aghiosnikolaos,2012
1070,2012-12-06,15.8,19.4,13.4,aghiosnikolaos,2012
1071,2012-12-07,15.2,17.6,12.7,aghiosnikolaos,2012
1072,2012-12-08,14.7,16.3,11.9,aghiosnikolaos,2012
1073,2012-12-09,16.6,18.7,13.7,aghiosnikolaos,2012
1074,2012-12-10,13.1,15.0,11.7,aghiosnikolaos,2012
1075,2012-12-11,15.9,18.9,12.9,aghiosnikolaos,2012
1076,2012-12-12,15.1,18.4,12.2,aghiosnikolaos,2012
1077,2012-12-13,12.8,14.7,11.6,aghiosnikolaos,2012
1078,2012-12-14,12.5,14.0,11.2,aghiosnikolaos,2012
1079,2012-12-15,13.0,14.2,11.3,aghiosnikolaos,2012
1080,2012-12-16,15.6,19.4,11.0,aghiosnikolaos,2012
1081,2012-12-17,17.5,20.3,15.6,aghiosnikolaos,2012
1082,2012-12-18,17.7,20.9,13.9,aghiosnikolaos,2012
1083,2012-12-19,13.1,16.0,10.1,aghiosnikolaos,2012
1084,2012-12-20,11.2,13.1,9.6,aghiosnikolaos,2012
1085,2012-12-21,11.9,13.6,10.4,aghiosnikolaos,2012
1086,2012-12-22,13.2,14.7,11.1,aghiosnikolaos,2012
1087,2012-12-23,12.7,14.2,11.8,aghiosnikolaos,2012
1088,2012-12-24,12.9,14.2,12.0,aghiosnikolaos,2012
1089,2012-12-25,13.2,16.3,10.2,aghiosnikolaos,2012
1090,2012-12-26,13.4,17.0,9.5,aghiosnikolaos,2012
1091,2012-12-27,14.4,17.2,11.2,aghiosnikolaos,2012
1092,2012-12-28,15.4,18.2,12.6,aghiosnikolaos,2012
1093,2012-12-29,15.1,18.3,12.3,aghiosnikolaos,2012
1094,2012-12-30,12.9,15.8,10.2,aghiosnikolaos,2012
1095,2012-12-31,12.6,15.2,10.3,aghiosnikolaos,2012
1096,2013-01-01,13.0,15.1,11.4,aghiosnikolaos,2013
1097,2013-01-02,13.7,15.6,11.7,aghiosnikolaos,2013
1098,2013-01-03,13.4,16.1,11.4,aghiosnikolaos,2013
1099,2013-01-04,12.6,13.8,11.3,aghiosnikolaos,2013
1100,2013-01-05,12.7,15.3,10.5,aghiosnikolaos,2013
1101,2013-01-06,10.9,13.9,8.2,aghiosnikolaos,2013
1102,2013-01-07,10.4,12.4,8.0,aghiosnikolaos,2013
1103,2013-01-08,6.9,8.3,5.7,aghiosnikolaos,2013
1104,2013-01-09,7.0,8.4,3.8,aghiosnikolaos,2013
1105,2013-01-10,8.8,11.9,5.7,aghiosnikolaos,2013
1106,2013-01-11,14.6,18.0,7.3,aghiosnikolaos,2013
1107,2013-01-12,15.7,19.2,12.1,aghiosnikolaos,2013
1108,2013-01-13,13.8,16.8,10.7,aghiosnikolaos,2013
1109,2013-01-14,13.3,16.9,9.9,aghiosnikolaos,2013
1110,2013-01-15,14.6,16.8,10.4,aghiosnikolaos,2013
1111,2013-01-16,15.9,17.2,13.3,aghiosnikolaos,2013
1112,2013-01-17,15.1,17.0,11.7,aghiosnikolaos,2013
1113,2013-01-18,15.5,17.2,13.2,aghiosnikolaos,2013
1114,2013-01-19,14.9,17.1,13.1,aghiosnikolaos,2013
1115,2013-01-20,15.9,18.8,12.2,aghiosnikolaos,2013
1116,2013-01-21,16.9,18.3,14.7,aghiosnikolaos,2013
1117,2013-01-22,15.5,18.4,12.6,aghiosnikolaos,2013
1118,2013-01-23,15.4,17.3,12.3,aghiosnikolaos,2013
1119,2013-01-24,15.2,17.9,12.2,aghiosnikolaos,2013
1120,2013-01-25,15.1,16.7,12.2,aghiosnikolaos,2013
1121,2013-01-26,13.1,16.5,10.7,aghiosnikolaos,2013
1122,2013-01-27,13.7,16.2,10.9,aghiosnikolaos,2013
1123,2013-01-28,11.8,14.3,10.3,aghiosnikolaos,2013
1124,2013-01-29,12.4,14.7,10.1,aghiosnikolaos,2013
1125,2013-01-30,12.1,13.7,10.2,aghiosnikolaos,2013
1126,2013-01-31,13.8,16.0,12.0,aghiosnikolaos,2013
1127,2013-02-01,12.8,15.7,8.6,aghiosnikolaos,2013
1128,2013-02-02,14.7,18.1,8.6,aghiosnikolaos,2013
1129,2013-02-03,16.9,18.2,14.4,aghiosnikolaos,2013
1130,2013-02-04,16.5,18.0,15.1,aghiosnikolaos,2013
1131,2013-02-05,15.7,17.7,13.9,aghiosnikolaos,2013
1132,2013-02-06,15.0,17.8,12.4,aghiosnikolaos,2013
1133,2013-02-07,15.2,16.9,11.3,aghiosnikolaos,2013
1134,2013-02-08,14.5,17.5,11.4,aghiosnikolaos,2013
1135,2013-02-09,13.4,16.3,11.1,aghiosnikolaos,2013
1136,2013-02-10,13.2,16.2,11.3,aghiosnikolaos,2013
