,date,t_mean,t_max,t_min,station,year
63119,2014-10-30,13.0,19.8,8.4,igoumenitsa,2014
63120,2014-10-31,15.3,21.3,10.3,igoumenitsa,2014
63121,2014-11-01,14.6,20.1,8.5,igoumenitsa,2014
63122,2014-11-02,12.4,19.2,7.1,igoumenitsa,2014
63123,2014-11-03,12.8,19.7,8.3,igoumenitsa,2014
63124,2014-11-04,14.3,19.7,8.1,igoumenitsa,2014
63125,2014-11-05,17.6,20.8,13.1,igoumenitsa,2014
63126,2014-11-06,20.0,23.2,15.2,igoumenitsa,2014
63127,2014-11-07,19.0,23.1,13.9,igoumenitsa,2014
63128,2014-11-08,16.5,22.5,11.8,igoumenitsa,2014
63129,2014-11-09,14.3,20.7,11.1,igoumenitsa,2014
63130,2014-11-10,14.7,21.2,10.6,igoumenitsa,2014
63131,2014-11-11,16.0,22.1,12.1,igoumenitsa,2014
63132,2014-11-12,17.3,22.1,13.4,igoumenitsa,2014
63133,2014-11-13,15.0,18.3,11.9,igoumenitsa,2014
63134,2014-11-14,13.7,19.7,9.9,igoumenitsa,2014
63135,2014-11-15,14.2,20.6,10.0,igoumenitsa,2014
63136,2014-11-16,14.5,18.5,11.9,igoumenitsa,2014
63137,2014-11-17,16.1,20.7,12.7,igoumenitsa,2014
63138,2014-11-18,17.3,20.8,11.3,igoumenitsa,2014
63139,2014-11-19,17.0,20.4,9.6,igoumenitsa,2014
63140,2014-11-20,11.5,18.1,7.7,igoumenitsa,2014
63141,2014-11-21,10.7,17.3,6.1,igoumenitsa,2014
63142,2014-11-22,10.4,17.8,6.4,igoumenitsa,2014
63143,2014-11-23,10.0,17.8,5.6,igoumenitsa,2014
63144,2014-11-24,10.2,17.9,5.1,igoumenitsa,2014
63145,2014-11-25,11.4,16.6,8.1,igoumenitsa,2014
63146,2014-11-26,11.2,13.7,8.4,igoumenitsa,2014
63147,2014-11-27,13.1,14.1,11.0,igoumenitsa,2014
63148,2014-11-28,16.0,18.7,13.4,igoumenitsa,2014
63149,2014-11-29,16.4,18.1,14.4,igoumenitsa,2014
63150,2014-11-30,17.5,21.9,14.9,igoumenitsa,2014
63151,2014-12-01,17.7,21.4,13.8,igoumenitsa,2014
63152,2014-12-02,17.3,19.4,12.3,igoumenitsa,2014
63153,2014-12-03,15.8,21.4,12.8,igoumenitsa,2014
63154,2014-12-04,15.5,19.4,12.9,igoumenitsa,2014
63155,2014-12-05,13.8,15.1,12.0,igoumenitsa,2014
63156,2014-12-06,13.0,16.5,11.6,igoumenitsa,2014
63157,2014-12-07,11.3,12.7,9.6,igoumenitsa,2014
63158,2014-12-08,11.4,15.4,9.5,igoumenitsa,2014
63159,2014-12-09,10.6,17.1,6.4,igoumenitsa,2014
63160,2014-12-10,11.6,15.5,7.8,igoumenitsa,2014
63161,2014-12-11,12.0,13.9,8.8,igoumenitsa,2014
63162,2014-12-12,12.4,18.3,8.2,igoumenitsa,2014
63163,2014-12-13,9.5,15.4,6.4,igoumenitsa,2014
63164,2014-12-14,9.0,17.1,4.5,igoumenitsa,2014
63165,2014-12-15,9.9,12.9,6.4,igoumenitsa,2014
63166,2014-12-16,13.3,15.2,11.3,igoumenitsa,2014
63167,2014-12-17,12.2,15.5,9.4,igoumenitsa,2014
63168,2014-12-18,10.6,16.8,7.2,igoumenitsa,2014
63169,2014-12-19,9.7,17.3,6.2,igoumenitsa,2014
63170,2014-12-20,8.9,16.3,4.4,igoumenitsa,2014
63171,2014-12-21,9.6,15.8,5.6,igoumenitsa,2014
63172,2014-12-22,9.0,15.2,3.8,igoumenitsa,2014
63173,2014-12-23,7.6,16.1,2.4,igoumenitsa,2014
63174,2014-12-24,8.8,17.3,4.9,igoumenitsa,2014
63175,2014-12-25,7.5,10.2,5.1,igoumenitsa,2014
63176,2014-12-26,9.1,13.5,7.0,igoumenitsa,2014
63177,2014-12-27,5.6,11.0,1.4,igoumenitsa,2014
63178,2014-12-28,9.4,15.6,2.1,igoumenitsa,2014
63179,2014-12-29,8.7,11.9,5.1,igoumenitsa,2014
63180,2014-12-30,5.0,7.0,2.8,igoumenitsa,2014
63181,2014-12-31,5.0,7.3,2.2,igoumenitsa,2014
63182,2015-01-01,6.7,9.7,5.1,igoumenitsa,2015
63183,2015-01-02,5.9,12.6,1.9,igoumenitsa,2015
63184,2015-01-03,6.4,14.8,1.3,igoumenitsa,2015
63185,2015-01-04,7.3,11.0,4.1,igoumenitsa,2015
63186,2015-01-05,5.0,8.5,-1.9,igoumenitsa,2015
63187,2015-01-06,1.9,8.7,-2.4,igoumenitsa,2015
63188,2015-01-07,3.0,9.7,-1.7,igoumenitsa,2015
63189,2015-01-08,4.1,11.2,-0.8,igoumenitsa,2015
63190,2015-01-09,6.1,12.5,0.7,igoumenitsa,2015
63191,2015-01-10,8.6,15.3,4.9,igoumenitsa,2015
63192,2015-01-11,10.6,15.7,4.6,igoumenitsa,2015
63193,2015-01-12,9.2,14.4,1.6,igoumenitsa,2015
63194,2015-01-13,6.6,16.8,-0.6,igoumenitsa,2015
63195,2015-01-14,7.9,16.8,3.0,igoumenitsa,2015
63196,2015-01-15,8.0,16.6,1.9,igoumenitsa,2015
63197,2015-01-16,8.4,16.3,3.5,igoumenitsa,2015
63198,2015-01-17,10.1,16.6,4.6,igoumenitsa,2015
63199,2015-01-18,11.5,14.7,8.3,igoumenitsa,2015
63200,2015-01-19,14.1,16.3,11.9,igoumenitsa,2015
63201,2015-01-20,13.5,17.3,10.7,igoumenitsa,2015
63202,2015-01-21,13.0,17.3,9.7,igoumenitsa,2015
63203,2015-01-22,14.5,18.8,9.7,igoumenitsa,2015
63204,2015-01-23,10.8,14.1,7.2,igoumenitsa,2015
63205,2015-01-24,9.8,11.2,8.6,igoumenitsa,2015
63206,2015-01-25,9.1,14.2,6.4,igoumenitsa,2015
63207,2015-01-26,8.6,10.8,6.6,igoumenitsa,2015
63208,2015-01-27,8.4,10.1,6.6,igoumenitsa,2015
63209,2015-01-28,8.8,11.8,6.3,igoumenitsa,2015
63210,2015-01-29,10.6,15.6,7.5,igoumenitsa,2015
63211,2015-01-30,11.5,14.3,7.2,igoumenitsa,2015
63212,2015-01-31,12.3,15.8,8.9,igoumenitsa,2015
63213,2015-02-01,12.3,15.7,7.9,igoumenitsa,2015
63214,2015-02-02,6.5,10.7,4.7,igoumenitsa,2015
63215,2015-02-03,7.8,12.4,3.4,igoumenitsa,2015
63216,2015-02-04,12.4,15.6,7.6,igoumenitsa,2015
63217,2015-02-05,16.3,20.6,10.1,igoumenitsa,2015
63218,2015-02-06,12.5,17.1,8.3,igoumenitsa,2015
63219,2015-02-07,8.9,11.2,7.1,igoumenitsa,2015
63220,2015-02-08,7.1,10.6,4.6,igoumenitsa,2015
63221,2015-02-09,4.1,5.2,2.2,igoumenitsa,2015
63222,2015-02-10,5.2,8.7,0.6,igoumenitsa,2015
63223,2015-02-11,5.1,10.8,-0.8,igoumenitsa,2015
63224,2015-02-12,5.5,11.0,1.4,igoumenitsa,2015
63225,2015-02-13,6.0,13.9,-0.1,igoumenitsa,2015
63226,2015-02-14,7.0,14.0,1.4,igoumenitsa,2015
63227,2015-02-15,7.8,14.1,3.3,igoumenitsa,2015
63228,2015-02-16,8.7,15.8,4.2,igoumenitsa,2015
63229,2015-02-17,10.1,15.1,4.4,igoumenitsa,2015
63230,2015-02-18,7.2,11.9,2.9,igoumenitsa,2015
63231,2015-02-19,7.4,12.3,3.1,igoumenitsa,2015
63232,2015-02-20,7.8,15.1,1.6,igoumenitsa,2015
63233,2015-02-21,9.4,14.6,3.4,igoumenitsa,2015
63234,2015-02-22,11.5,13.3,10.2,igoumenitsa,2015
63235,2015-02-23,13.2,17.3,9.1,igoumenitsa,2015
63236,2015-02-24,11.2,16.0,6.6,igoumenitsa,2015
63237,2015-02-25,9.5,11.8,7.2,igoumenitsa,2015
63238,2015-02-26,9.8,11.7,8.4,igoumenitsa,2015
63239,2015-02-27,11.2,15.1,8.9,igoumenitsa,2015
63240,2015-02-28,10.0,14.3,7.5,igoumenitsa,2015
63241,2015-03-01,10.2,13.7,7.1,igoumenitsa,2015
63242,2015-03-02,10.4,15.5,5.9,igoumenitsa,2015
63243,2015-03-03,12.8,18.3,8.4,igoumenitsa,2015
63244,2015-03-04,13.0,18.3,6.8,igoumenitsa,2015
63245,2015-03-05,13.9,15.3,10.9,igoumenitsa,2015
63246,2015-03-06,10.3,13.5,7.7,igoumenitsa,2015
63247,2015-03-07,11.2,16.0,7.4,igoumenitsa,2015
63248,2015-03-08,11.6,15.1,9.7,igoumenitsa,2015
63249,2015-03-09,11.7,16.5,8.9,igoumenitsa,2015
63250,2015-03-10,10.9,14.9,8.0,igoumenitsa,2015
63251,2015-03-11,8.9,11.8,4.7,igoumenitsa,2015
63252,2015-03-12,8.9,14.9,3.5,igoumenitsa,2015
63253,2015-03-13,11.0,15.6,5.9,igoumenitsa,2015
63254,2015-03-14,9.6,15.3,4.9,igoumenitsa,2015
63255,2015-03-15,10.0,15.8,4.4,igoumenitsa,2015
63256,2015-03-16,12.2,17.6,6.1,igoumenitsa,2015
63257,2015-03-17,13.3,16.4,10.5,igoumenitsa,2015
63258,2015-03-18,11.1,15.2,6.7,igoumenitsa,2015
63259,2015-03-19,9.3,14.1,5.5,igoumenitsa,2015
63260,2015-03-20,9.0,14.8,4.3,igoumenitsa,2015
63261,2015-03-21,8.9,16.2,3.1,igoumenitsa,2015
63262,2015-03-22,8.1,11.9,4.0,igoumenitsa,2015
63263,2015-03-23,13.7,17.1,9.2,igoumenitsa,2015
63264,2015-03-24,15.1,20.3,11.0,igoumenitsa,2015
63265,2015-03-25,15.7,17.7,12.9,igoumenitsa,2015
63266,2015-03-26,15.7,19.3,11.6,igoumenitsa,2015
63267,2015-03-27,12.7,14.6,9.8,igoumenitsa,2015
63268,2015-03-28,12.1,17.0,8.5,igoumenitsa,2015
63269,2015-03-29,12.4,18.3,6.9,igoumenitsa,2015
63270,2015-03-30,11.4,16.7,6.2,igoumenitsa,2015
63271,2015-03-31,12.9,20.4,6.7,igoumenitsa,2015
63272,2015-04-01,12.9,18.9,7.5,igoumenitsa,2015
63273,2015-04-02,13.2,19.4,6.0,igoumenitsa,2015
63274,2015-04-03,11.3,17.4,4.6,igoumenitsa,2015
63275,2015-04-04,11.8,15.5,8.2,igoumenitsa,2015
63276,2015-04-05,13.5,15.4,8.9,igoumenitsa,2015
63277,2015-04-06,11.9,15.8,5.6,igoumenitsa,2015
63278,2015-04-07,8.3,12.5,4.8,igoumenitsa,2015
63279,2015-04-08,10.1,15.2,5.3,igoumenitsa,2015
63280,2015-04-09,11.9,17.9,4.7,igoumenitsa,2015
63281,2015-04-10,12.8,18.8,6.8,igoumenitsa,2015
63282,2015-04-11,11.9,18.1,5.3,igoumenitsa,2015
63283,2015-04-12,12.4,18.3,5.5,igoumenitsa,2015
63284,2015-04-13,14.3,20.5,7.7,igoumenitsa,2015
63285,2015-04-14,15.9,22.6,9.4,igoumenitsa,2015
63286,2015-04-15,15.8,22.1,10.2,igoumenitsa,2015
63287,2015-04-16,14.5,20.6,9.3,igoumenitsa,2015
63288,2015-04-17,14.9,20.6,8.5,igoumenitsa,2015
63289,2015-04-18,16.3,23.5,9.9,igoumenitsa,2015
63290,2015-04-19,15.9,21.6,9.9,igoumenitsa,2015
63291,2015-04-20,15.1,20.1,8.2,igoumenitsa,2015
63292,2015-04-21,14.2,20.4,6.4,igoumenitsa,2015
63293,2015-04-22,15.9,21.6,8.8,igoumenitsa,2015
63294,2015-04-23,15.2,19.9,8.7,igoumenitsa,2015
63295,2015-04-24,14.2,18.4,10.5,igoumenitsa,2015
63296,2015-04-25,15.4,20.1,10.6,igoumenitsa,2015
63297,2015-04-26,16.9,23.4,10.9,igoumenitsa,2015
63298,2015-04-27,16.0,23.6,9.3,igoumenitsa,2015
63299,2015-04-28,16.5,19.7,11.7,igoumenitsa,2015
63300,2015-04-29,16.8,20.7,12.3,igoumenitsa,2015
63301,2015-04-30,15.8,19.7,12.1,igoumenitsa,2015
63302,2015-05-01,16.3,22.2,10.3,igoumenitsa,2015
63303,2015-05-02,20.5,26.9,13.5,igoumenitsa,2015
63304,2015-05-03,20.5,26.9,13.5,igoumenitsa,2015
63305,2015-05-04,20.5,26.9,13.5,igoumenitsa,2015
63306,2015-05-05,20.5,26.9,13.5,igoumenitsa,2015
63307,2015-05-06,21.2,28.9,14.3,igoumenitsa,2015
63308,2015-05-07,21.8,29.2,16.5,igoumenitsa,2015
63309,2015-05-08,22.0,28.7,15.1,igoumenitsa,2015
63310,2015-05-09,21.0,25.4,14.9,igoumenitsa,2015
63311,2015-05-10,20.1,27.2,14.8,igoumenitsa,2015
63312,2015-05-11,19.8,24.8,13.6,igoumenitsa,2015
63313,2015-05-12,21.4,26.7,14.9,igoumenitsa,2015
63314,2015-05-13,19.9,26.6,13.5,igoumenitsa,2015
63315,2015-05-14,18.4,24.8,12.2,igoumenitsa,2015
63316,2015-05-15,20.4,27.7,13.0,igoumenitsa,2015
63317,2015-05-16,22.0,30.1,15.1,igoumenitsa,2015
63318,2015-05-17,21.7,28.7,14.3,igoumenitsa,2015
63319,2015-05-18,20.8,26.7,15.3,igoumenitsa,2015
63320,2015-05-19,19.4,27.6,15.0,igoumenitsa,2015
63321,2015-05-20,19.3,24.9,13.3,igoumenitsa,2015
63322,2015-05-21,20.0,25.4,14.4,igoumenitsa,2015
63323,2015-05-22,22.9,29.5,17.0,igoumenitsa,2015
63324,2015-05-23,19.2,24.1,12.7,igoumenitsa,2015
63325,2015-05-24,17.5,23.3,11.0,igoumenitsa,2015
63326,2015-05-25,17.4,22.8,11.0,igoumenitsa,2015
63327,2015-05-26,18.6,24.6,11.1,igoumenitsa,2015
63328,2015-05-27,17.4,21.6,15.2,igoumenitsa,2015
63329,2015-05-28,18.2,22.9,13.6,igoumenitsa,2015
63330,2015-05-29,18.4,23.7,11.5,igoumenitsa,2015
63331,2015-05-30,18.4,24.0,12.1,igoumenitsa,2015
63332,2015-05-31,20.1,25.5,13.0,igoumenitsa,2015
63333,2015-06-01,21.1,26.4,16.2,igoumenitsa,2015
63334,2015-06-02,22.7,29.3,15.9,igoumenitsa,2015
63335,2015-06-03,23.7,29.8,17.3,igoumenitsa,2015
63336,2015-06-04,22.9,29.4,16.8,igoumenitsa,2015
63337,2015-06-05,24.0,30.8,18.1,igoumenitsa,2015
63338,2015-06-06,23.3,29.6,16.8,igoumenitsa,2015
63339,2015-06-07,24.1,29.0,20.2,igoumenitsa,2015
63340,2015-06-08,22.3,27.0,18.9,igoumenitsa,2015
63341,2015-06-09,20.0,25.7,15.7,igoumenitsa,2015
63342,2015-06-10,20.3,26.9,14.8,igoumenitsa,2015
63343,2015-06-11,22.7,28.6,15.8,igoumenitsa,2015
63344,2015-06-12,24.8,30.1,18.3,igoumenitsa,2015
63345,2015-06-13,25.0,31.0,18.6,igoumenitsa,2015
63346,2015-06-14,24.8,32.3,18.3,igoumenitsa,2015
63347,2015-06-15,24.3,30.7,16.7,igoumenitsa,2015
63348,2015-06-16,25.2,30.6,19.0,igoumenitsa,2015
63349,2015-06-17,24.8,30.2,19.5,igoumenitsa,2015
63350,2015-06-18,22.0,26.2,17.3,igoumenitsa,2015
63351,2015-06-19,22.3,27.3,16.4,igoumenitsa,2015
63352,2015-06-20,21.9,26.0,16.1,igoumenitsa,2015
63353,2015-06-21,21.0,25.6,16.4,igoumenitsa,2015
63354,2015-06-22,22.0,27.3,15.0,igoumenitsa,2015
63355,2015-06-23,21.0,25.7,15.3,igoumenitsa,2015
63356,2015-06-24,21.3,26.8,13.8,igoumenitsa,2015
63357,2015-06-25,22.9,28.6,16.9,igoumenitsa,2015
63358,2015-06-26,22.3,27.5,16.9,igoumenitsa,2015
63359,2015-06-27,22.8,27.2,17.4,igoumenitsa,2015
63360,2015-06-28,22.7,28.0,16.3,igoumenitsa,2015
63361,2015-06-29,23.5,28.6,16.4,igoumenitsa,2015
63362,2015-06-30,22.1,27.9,18.1,igoumenitsa,2015
63363,2015-07-01,23.0,29.4,16.6,igoumenitsa,2015
63364,2015-07-02,24.6,30.0,17.6,igoumenitsa,2015
63365,2015-07-03,26.0,31.7,18.3,igoumenitsa,2015
63366,2015-07-04,26.0,31.0,20.7,igoumenitsa,2015
63367,2015-07-05,25.7,31.2,19.3,igoumenitsa,2015
63368,2015-07-06,26.6,32.8,19.6,igoumenitsa,2015
63369,2015-07-07,27.0,33.3,19.4,igoumenitsa,2015
63370,2015-07-08,27.9,34.7,21.1,igoumenitsa,2015
63371,2015-07-09,26.5,32.6,20.6,igoumenitsa,2015
63372,2015-07-10,25.9,30.8,20.2,igoumenitsa,2015
63373,2015-07-11,27.0,32.6,21.2,igoumenitsa,2015
63374,2015-07-12,26.6,31.7,19.6,igoumenitsa,2015
63375,2015-07-13,25.1,29.8,19.5,igoumenitsa,2015
63376,2015-07-14,25.6,31.0,18.1,igoumenitsa,2015
63377,2015-07-15,27.9,33.6,20.7,igoumenitsa,2015
63378,2015-07-16,28.6,35.9,20.7,igoumenitsa,2015
63379,2015-07-17,28.6,34.8,21.4,igoumenitsa,2015
63380,2015-07-18,28.9,35.1,21.9,igoumenitsa,2015
63381,2015-07-19,31.1,38.2,22.3,igoumenitsa,2015
63382,2015-07-20,29.7,36.0,22.4,igoumenitsa,2015
63383,2015-07-21,30.7,39.4,24.2,igoumenitsa,2015
63384,2015-07-22,30.7,37.6,24.0,igoumenitsa,2015
63385,2015-07-23,30.3,36.1,23.9,igoumenitsa,2015
63386,2015-07-24,27.8,32.3,22.4,igoumenitsa,2015
63387,2015-07-25,27.3,32.1,21.9,igoumenitsa,2015
63388,2015-07-26,27.7,32.7,21.3,igoumenitsa,2015
63389,2015-07-27,27.9,33.3,21.9,igoumenitsa,2015
63390,2015-07-28,28.4,34.1,21.5,igoumenitsa,2015
63391,2015-07-29,29.0,35.2,21.7,igoumenitsa,2015
63392,2015-07-30,28.7,34.3,21.6,igoumenitsa,2015
63393,2015-07-31,30.5,37.9,21.6,igoumenitsa,2015
63394,2015-08-01,31.0,36.4,24.3,igoumenitsa,2015
63395,2015-08-02,30.4,35.7,24.8,igoumenitsa,2015
63396,2015-08-03,29.5,35.5,23.6,igoumenitsa,2015
63397,2015-08-04,26.5,31.3,21.7,igoumenitsa,2015
63398,2015-08-05,26.3,34.9,21.2,igoumenitsa,2015
63399,2015-08-06,29.9,36.3,21.4,igoumenitsa,2015
63400,2015-08-07,31.1,35.2,25.8,igoumenitsa,2015
63401,2015-08-08,29.4,34.4,22.9,igoumenitsa,2015
63402,2015-08-09,27.7,33.3,20.8,igoumenitsa,2015
63403,2015-08-10,26.6,32.7,21.1,igoumenitsa,2015
63404,2015-08-11,25.8,30.7,19.8,igoumenitsa,2015
63405,2015-08-12,25.1,30.4,21.2,igoumenitsa,2015
63406,2015-08-13,26.2,33.6,21.5,igoumenitsa,2015
63407,2015-08-14,27.7,35.5,22.6,igoumenitsa,2015
63408,2015-08-15,26.8,31.9,20.5,igoumenitsa,2015
63409,2015-08-16,26.3,31.0,21.2,igoumenitsa,2015
63410,2015-08-17,24.9,30.2,19.0,igoumenitsa,2015
63411,2015-08-18,25.0,30.6,18.2,igoumenitsa,2015
63412,2015-08-19,26.0,31.8,19.3,igoumenitsa,2015
63413,2015-08-20,24.0,30.8,18.2,igoumenitsa,2015
63414,2015-08-21,24.8,30.9,18.3,igoumenitsa,2015
63415,2015-08-22,24.3,30.1,18.8,igoumenitsa,2015
63416,2015-08-23,24.0,29.4,17.7,igoumenitsa,2015
63417,2015-08-24,24.7,31.4,17.7,igoumenitsa,2015
63418,2015-08-25,25.3,30.9,17.9,igoumenitsa,2015
63419,2015-08-26,26.8,31.7,19.4,igoumenitsa,2015
63420,2015-08-27,27.2,32.8,21.6,igoumenitsa,2015
63421,2015-08-28,27.1,34.1,20.2,igoumenitsa,2015
63422,2015-08-29,27.5,34.2,20.5,igoumenitsa,2015
63423,2015-08-30,27.9,35.3,20.4,igoumenitsa,2015
63424,2015-08-31,28.7,36.0,20.6,igoumenitsa,2015
63425,2015-09-01,27.6,33.8,21.7,igoumenitsa,2015
63426,2015-09-02,25.7,31.4,19.0,igoumenitsa,2015
63427,2015-09-03,25.8,30.8,20.5,igoumenitsa,2015
63428,2015-09-04,26.1,32.3,19.7,igoumenitsa,2015
63429,2015-09-05,26.5,33.6,19.9,igoumenitsa,2015
63430,2015-09-06,25.9,32.0,20.4,igoumenitsa,2015
63431,2015-09-07,25.3,31.8,20.6,igoumenitsa,2015
63432,2015-09-08,25.1,31.0,19.7,igoumenitsa,2015
63433,2015-09-09,22.9,27.7,19.7,igoumenitsa,2015
63434,2015-09-10,23.5,28.9,19.5,igoumenitsa,2015
63435,2015-09-11,22.0,27.7,17.1,igoumenitsa,2015
63436,2015-09-12,22.1,28.2,15.6,igoumenitsa,2015
63437,2015-09-13,23.6,29.2,18.4,igoumenitsa,2015
63438,2015-09-14,23.3,29.1,18.0,igoumenitsa,2015
63439,2015-09-15,23.7,29.3,18.0,igoumenitsa,2015
63440,2015-09-16,24.7,30.8,18.8,igoumenitsa,2015
63441,2015-09-17,25.8,32.8,19.6,igoumenitsa,2015
63442,2015-09-18,26.8,33.7,20.3,igoumenitsa,2015
63443,2015-09-19,27.0,33.8,21.0,igoumenitsa,2015
63444,2015-09-20,24.6,33.9,19.1,igoumenitsa,2015
63445,2015-09-21,20.4,26.4,16.7,igoumenitsa,2015
63446,2015-09-22,22.1,27.9,16.1,igoumenitsa,2015
63447,2015-09-23,22.9,28.2,18.2,igoumenitsa,2015
63448,2015-09-24,20.8,27.3,16.8,igoumenitsa,2015
63449,2015-09-25,20.2,24.8,17.2,igoumenitsa,2015
63450,2015-09-26,17.9,20.0,15.3,igoumenitsa,2015
63451,2015-09-27,19.3,25.1,14.8,igoumenitsa,2015
63452,2015-09-28,20.6,26.1,15.9,igoumenitsa,2015
63453,2015-09-29,20.7,25.8,16.2,igoumenitsa,2015
63454,2015-09-30,21.1,25.4,16.8,igoumenitsa,2015
63455,2015-10-01,21.3,27.3,15.9,igoumenitsa,2015
63456,2015-10-02,19.5,25.0,14.7,igoumenitsa,2015
63457,2015-10-03,19.4,25.3,14.2,igoumenitsa,2015
63458,2015-10-04,20.6,26.0,17.0,igoumenitsa,2015
63459,2015-10-05,20.3,25.5,16.6,igoumenitsa,2015
63460,2015-10-06,19.9,25.4,15.8,igoumenitsa,2015
63461,2015-10-07,19.5,25.5,15.7,igoumenitsa,2015
63462,2015-10-08,19.0,25.0,14.8,igoumenitsa,2015
63463,2015-10-09,19.8,24.8,14.8,igoumenitsa,2015
63464,2015-10-10,21.9,25.4,16.6,igoumenitsa,2015
63465,2015-10-11,21.3,25.6,17.5,igoumenitsa,2015
63466,2015-10-12,18.0,22.5,13.1,igoumenitsa,2015
63467,2015-10-13,16.9,23.1,12.1,igoumenitsa,2015
63468,2015-10-14,18.0,25.4,13.2,igoumenitsa,2015
63469,2015-10-15,19.2,25.8,12.8,igoumenitsa,2015
63470,2015-10-16,17.8,19.7,16.7,igoumenitsa,2015
63471,2015-10-17,19.8,24.2,16.8,igoumenitsa,2015
63472,2015-10-18,19.2,24.1,17.1,igoumenitsa,2015
63473,2015-10-19,20.2,25.1,16.5,igoumenitsa,2015
63474,2015-10-20,20.0,25.9,15.8,igoumenitsa,2015
63475,2015-10-21,19.0,22.3,15.9,igoumenitsa,2015
63476,2015-10-22,17.7,21.3,15.1,igoumenitsa,2015
63477,2015-10-23,17.9,22.7,13.9,igoumenitsa,2015
63478,2015-10-24,18.2,21.6,15.8,igoumenitsa,2015
63479,2015-10-25,16.1,21.9,11.6,igoumenitsa,2015
63480,2015-10-26,14.6,21.7,9.5,igoumenitsa,2015
63481,2015-10-27,15.2,22.7,9.9,igoumenitsa,2015
63482,2015-10-28,15.1,21.9,10.2,igoumenitsa,2015
63483,2015-10-29,15.9,20.9,12.0,igoumenitsa,2015
63484,2015-10-30,16.2,18.2,13.9,igoumenitsa,2015
63485,2015-10-31,17.3,18.9,15.9,igoumenitsa,2015
63486,2015-11-01,16.0,18.6,13.7,igoumenitsa,2015
63487,2015-11-02,14.8,21.1,8.2,igoumenitsa,2015
63488,2015-11-03,13.5,22.5,7.8,igoumenitsa,2015
63489,2015-11-04,13.6,22.1,8.3,igoumenitsa,2015
63490,2015-11-05,12.6,21.1,7.0,igoumenitsa,2015
63491,2015-11-06,13.2,21.3,8.0,igoumenitsa,2015
63492,2015-11-07,13.6,22.6,8.2,igoumenitsa,2015
63493,2015-11-08,13.7,21.9,8.3,igoumenitsa,2015
63494,2015-11-09,14.3,22.5,8.6,igoumenitsa,2015
63495,2015-11-10,16.2,24.4,9.8,igoumenitsa,2015
63496,2015-11-11,17.3,24.3,12.7,igoumenitsa,2015
63497,2015-11-12,16.0,23.7,11.1,igoumenitsa,2015
63498,2015-11-13,15.8,22.7,11.2,igoumenitsa,2015
63499,2015-11-14,15.4,22.5,11.7,igoumenitsa,2015
63500,2015-11-15,15.5,21.9,11.8,igoumenitsa,2015
63501,2015-11-16,15.3,22.1,10.8,igoumenitsa,2015
63502,2015-11-17,15.1,22.9,10.5,igoumenitsa,2015
63503,2015-11-18,14.3,21.6,9.8,igoumenitsa,2015
63504,2015-11-19,14.4,20.8,9.8,igoumenitsa,2015
63505,2015-11-20,15.0,20.2,10.9,igoumenitsa,2015
63506,2015-11-21,17.2,19.7,13.3,igoumenitsa,2015
63507,2015-11-22,17.9,20.7,13.2,igoumenitsa,2015
63508,2015-11-23,16.0,19.7,11.6,igoumenitsa,2015
63509,2015-11-24,16.8,20.9,12.6,igoumenitsa,2015
63510,2015-11-25,12.5,17.2,9.7,igoumenitsa,2015
63511,2015-11-26,11.6,14.4,9.2,igoumenitsa,2015
63512,2015-11-27,11.5,14.5,9.4,igoumenitsa,2015
63513,2015-11-28,10.8,14.8,8.8,igoumenitsa,2015
63514,2015-11-29,10.0,15.6,6.4,igoumenitsa,2015
63515,2015-11-30,8.8,16.6,3.4,igoumenitsa,2015
63516,2015-12-01,9.5,17.2,4.8,igoumenitsa,2015
63517,2015-12-02,10.8,18.6,6.4,igoumenitsa,2015
63518,2015-12-03,12.1,19.4,7.9,igoumenitsa,2015
63519,2015-12-04,11.3,19.2,7.3,igoumenitsa,2015
63520,2015-12-05,10.9,18.4,6.7,igoumenitsa,2015
63521,2015-12-06,10.3,18.2,6.2,igoumenitsa,2015
63522,2015-12-07,10.0,17.8,5.7,igoumenitsa,2015
63523,2015-12-08,9.9,18.2,5.6,igoumenitsa,2015
63524,2015-12-09,9.3,16.8,4.9,igoumenitsa,2015
63525,2015-12-10,10.3,15.9,5.9,igoumenitsa,2015
63526,2015-12-11,9.0,10.9,6.3,igoumenitsa,2015
63527,2015-12-12,8.0,14.3,3.1,igoumenitsa,2015
63528,2015-12-13,6.9,16.1,1.7,igoumenitsa,2015
63529,2015-12-14,7.4,14.8,3.5,igoumenitsa,2015
63530,2015-12-15,7.9,15.2,3.9,igoumenitsa,2015
63531,2015-12-16,8.7,13.1,3.3,igoumenitsa,2015
63532,2015-12-17,11.1,13.6,8.7,igoumenitsa,2015
63533,2015-12-18,8.4,14.8,3.7,igoumenitsa,2015
63534,2015-12-19,6.4,11.8,2.3,igoumenitsa,2015
63535,2015-12-20,8.2,17.0,3.4,igoumenitsa,2015
63536,2015-12-21,8.4,17.1,3.9,igoumenitsa,2015
63537,2015-12-22,9.0,17.2,3.7,igoumenitsa,2015
63538,2015-12-23,9.1,17.4,5.2,igoumenitsa,2015
63539,2015-12-24,8.5,16.9,3.7,igoumenitsa,2015
63540,2015-12-25,9.1,17.0,4.7,igoumenitsa,2015
63541,2015-12-26,9.3,17.9,5.1,igoumenitsa,2015
